卖方客户,品种,货物编号,货物数量（张）,仓库,品牌,产地,年度,等级,类别
999900001478,CF,CF2020011106724,5,306,,非新疆,1920,3130A,S3U4P2
999900001479,CF,CF2020011108965,5,325,,新疆,1920,3129C,S1U3P3
999900001479,CF,CF2020011101750,2,307,,新疆,1920,2228C,S3U2P3
999900001479,CF,CF2020011103861,8,305,,非新疆,1920,1129B,S1U3P2
999900001479,CF,CF2020011109155,6,307,,非新疆,2020,2228A,S2U4P2
999900001479,CF,CF2020011108058,3,330,,非新疆,2020,1228A,S4U3P3
999900001479,CF,CF2020011105015,4,308,,新疆,1920,4129C,S3U2P1
999900001479,CF,CF2020011103679,1,331,,新疆,1920,4128B,S3U3P1
999900001479,CF,CF2020011105710,4,330,,非新疆,2020,2128C,S1U3P2
999900001479,CF,CF2020011102026,9,328,,非新疆,1920,1229A,S1U2P3
999900001480,CF,CF2020011102280,4,309,,新疆,2020,2128C,S4U3P1
999900001480,CF,CF2020011106205,9,333,,非新疆,1920,2131B,S1U3P2
999900001480,CF,CF2020011101333,2,331,,新疆,2020,1230B,S2U3P2
999900001480,CF,CF2020011103214,4,308,,新疆,1920,2129A,S3U3P1
999900001480,CF,CF2020011101822,7,311,,非新疆,2020,2227A,S3U4P2
999900001480,CF,CF2020011104571,1,329,,非新疆,2020,1129B,S4U3P1
999900001480,CF,CF2020011102292,3,306,,新疆,1920,2130B,S3U3P2
999900001481,CF,CF2020011104925,8,332,,非新疆,1920,2230B,S3U3P1
999900001481,CF,CF2020011107088,8,308,,非新疆,1920,3128A,S4U3P2
999900001481,CF,CF2020011101593,4,308,,新疆,2020,2229A,S2U2P1
999900001482,CF,CF2020011108944,3,307,,非新疆,2020,4129A,S3U3P1
999900001482,CF,CF2020011108101,1,319,,非新疆,1920,1228C,S3U2P3
999900001482,CF,CF2020011103058,2,332,,新疆,1920,1127C,S4U2P2
999900001482,CF,CF2020011108810,4,303,,新疆,1920,1130A,S3U2P2
999900001482,CF,CF2020011105842,6,333,,新疆,1920,4130C,S3U3P3
999900001483,CF,CF2020011101658,3,332,,新疆,2020,2228B,S3U2P3
999900001483,CF,CF2020011100508,8,324,,新疆,2020,3132B,S4U3P1
999900001483,CF,CF2020011102402,7,301,,非新疆,2020,2229A,S2U2P3
999900001483,CF,CF2020011109317,9,310,,新疆,2020,2227B,S3U3P2
999900001483,CF,CF2020011102082,8,309,,非新疆,1920,4130B,S1U2P2
999900001483,CF,CF2020011100019,9,324,,新疆,1920,3132B,S4U3P3
999900001483,CF,CF2020011109623,3,302,,非新疆,2020,1127C,S2U2P2
999900001484,CF,CF2020011106601,1,310,,新疆,2020,2129A,S2U2P2
999900001484,CF,CF2020011108676,6,329,,非新疆,1920,2129C,S3U2P3
999900001484,CF,CF2020011100275,1,325,,新疆,1920,2128C,S2U3P1
999900001484,CF,CF2020011101996,3,327,,新疆,2020,2128B,S4U4P2
999900001484,CF,CF2020011109226,3,325,,非新疆,1920,4132B,S4U3P2
999900001484,CF,CF2020011100854,9,304,,非新疆,1920,1129C,S3U2P2
999900001484,CF,CF2020011105868,7,323,,非新疆,2020,1230A,S3U2P3
999900001484,CF,CF2020011102342,9,301,,非新疆,1920,3131B,S4U3P1
999900001484,CF,CF2020011107355,8,326,,非新疆,2020,4132A,S2U3P3
999900001485,CF,CF2020011104498,5,331,,新疆,2020,2127B,S2U3P3
999900001485,CF,CF2020011103047,9,334,,新疆,1920,4132B,S3U3P1
999900001485,CF,CF2020011104123,8,332,,新疆,1920,1127C,S2U2P2
999900001485,CF,CF2020011109091,1,332,,非新疆,2020,4128A,S3U3P1
999900001485,CF,CF2020011109681,3,325,,新疆,1920,4128C,S4U4P2
999900001485,CF,CF2020011107156,8,328,,新疆,1920,2227A,S3U2P3
999900001485,CF,CF2020011100106,7,306,,新疆,1920,1129A,S1U3P2
999900001486,CF,CF2020011105330,4,331,,新疆,1920,1228B,S1U3P2
999900001486,CF,CF2020011104869,5,329,,非新疆,2020,2127C,S3U3P1
999900001486,CF,CF2020011104607,1,333,,非新疆,2020,1127C,S3U3P2
999900001486,CF,CF2020011101805,1,317,,新疆,2020,1128A,S4U3P1
999900001486,CF,CF2020011102709,3,335,,新疆,1920,1229B,S1U2P2
999900001486,CF,CF2020011101290,3,308,,新疆,2020,1228C,S3U3P2
999900001486,CF,CF2020011103130,2,330,,非新疆,1920,1129A,S1U3P3
999900001486,CF,CF2020011107196,2,333,,非新疆,1920,1128B,S3U3P1
999900001486,CF,CF2020011107926,3,324,,新疆,2020,1128A,S2U2P1
999900001487,CF,CF2020011102538,2,302,,非新疆,2020,4130A,S2U2P2
999900001487,CF,CF2020011100495,8,314,,新疆,1920,2128B,S3U3P2
999900001487,CF,CF2020011106246,9,328,,新疆,1920,2131A,S3U2P3
999900001488,CF,CF2020011108335,8,324,,新疆,2020,2228C,S2U3P3
999900001488,CF,CF2020011106260,1,301,,新疆,2020,4130B,S2U2P2
999900001488,CF,CF2020011100929,6,313,,非新疆,2020,3127C,S4U3P1
999900001488,CF,CF2020011108702,8,305,,新疆,1920,2129C,S1U2P2
999900001489,CF,CF2020011108662,7,320,,新疆,2020,4130C,S2U2P2
999900001489,CF,CF2020011106475,1,332,,新疆,2020,1230B,S3U2P1
999900001489,CF,CF2020011107677,5,323,,新疆,1920,4128B,S2U4P2
999900001489,CF,CF2020011100195,7,307,,新疆,2020,4130A,S1U2P3
999900001489,CF,CF2020011101401,7,325,,新疆,2020,1130B,S2U2P1
999900001489,CF,CF2020011101277,1,309,,新疆,1920,3130B,S4U4P2
999900001489,CF,CF2020011100396,8,323,,非新疆,2020,1129C,S3U3P1
999900001489,CF,CF2020011106314,3,309,,非新疆,2020,3131B,S2U2P3
999900001490,CF,CF2020011107481,1,302,,新疆,2020,1128B,S4U3P2
999900001490,CF,CF2020011101074,1,303,,非新疆,1920,2127C,S3U2P1
999900001490,CF,CF2020011101713,3,310,,非新疆,2020,4130C,S2U2P3
999900001490,CF,CF2020011106525,2,307,,非新疆,2020,3127A,S3U3P1
999900001490,CF,CF2020011103380,4,334,,非新疆,1920,1128C,S2U2P3
999900001490,CF,CF2020011100765,6,317,,非新疆,2020,2128B,S2U4P2
999900001490,CF,CF2020011100761,1,334,,新疆,1920,2127A,S3U4P2
999900001490,CF,CF2020011105960,1,329,,新疆,2020,3128C,S1U3P2
999900001491,CF,CF2020011109544,8,317,,非新疆,1920,3129B,S3U2P1
999900001491,CF,CF2020011107773,3,309,,新疆,2020,3128B,S3U2P3
999900001491,CF,CF2020011105962,8,317,,非新疆,2020,4129C,S3U3P1
999900001491,CF,CF2020011102644,1,307,,新疆,1920,4128A,S3U3P1
999900001491,CF,CF2020011105240,3,304,,新疆,1920,1228B,S1U2P2
999900001491,CF,CF2020011105786,2,320,,新疆,1920,2227A,S4U3P2
999900001492,CF,CF2020011106566,1,329,,新疆,1920,1128C,S1U2P3
999900001492,CF,CF2020011102997,5,332,,新疆,1920,2130A,S3U4P2
999900001492,CF,CF2020011103008,3,330,,非新疆,1920,4130C,S3U2P2
999900001492,CF,CF2020011102692,4,323,,非新疆,2020,3127C,S2U2P3
999900001492,CF,CF2020011101098,7,331,,新疆,1920,2228A,S3U2P2
999900001493,CF,CF2020011104799,9,329,,新疆,2020,3128A,S2U3P1
999900001493,CF,CF2020011101544,2,331,,非新疆,1920,2128A,S3U2P1
999900001493,CF,CF2020011107896,2,317,,新疆,1920,3132B,S4U2P2
999900001493,CF,CF2020011106917,4,320,,新疆,2020,2131A,S2U4P2
999900001493,CF,CF2020011106415,6,313,,新疆,1920,3127A,S3U2P1
999900001494,CF,CF2020011103465,9,333,,非新疆,1920,4128A,S3U2P2
999900001495,CF,CF2020011101574,4,328,,新疆,1920,3127C,S2U4P2
999900001495,CF,CF2020011106635,8,317,,新疆,2020,3129B,S1U3P3
999900001495,CF,CF2020011106890,9,302,,非新疆,1920,2128C,S4U4P2
999900001495,CF,CF2020011105221,1,332,,新疆,1920,3129C,S1U2P2
999900001495,CF,CF2020011108965,1,325,,新疆,1920,3129C,S1U3P3
999900001495,CF,CF2020011104820,5,327,,新疆,2020,1129B,S4U3P1
999900001495,CF,CF2020011109265,1,328,,非新疆,1920,1128C,S3U3P3
999900001496,CF,CF2020011108598,7,319,,非新疆,2020,2128C,S2U2P2
999900001497,CF,CF2020011103709,8,309,,非新疆,2020,4129C,S2U4P2
999900001497,CF,CF2020011105386,9,310,,非新疆,2020,1228A,S3U3P2
999900001497,CF,CF2020011109841,6,309,,非新疆,2020,3131B,S4U4P2
999900001497,CF,CF2020011109088,2,325,,新疆,1920,4129A,S3U3P2
999900001497,CF,CF2020011106409,2,313,,新疆,1920,2230B,S2U2P3
999900001498,CF,CF2020011107401,1,327,,新疆,1920,2127B,S1U3P2
999900001498,CF,CF2020011104309,2,308,,非新疆,2020,1129A,S2U2P2
999900001498,CF,CF2020011107605,4,324,,新疆,1920,3128C,S4U2P2
999900001498,CF,CF2020011103636,2,311,,新疆,2020,3131B,S2U2P3
999900001498,CF,CF2020011103335,4,303,,非新疆,2020,1129B,S3U3P2
999900001498,CF,CF2020011102315,1,332,,非新疆,2020,3130B,S4U4P2
999900001498,CF,CF2020011103910,3,329,,非新疆,1920,1129B,S3U3P3
999900001499,CF,CF2020011102810,8,301,,新疆,1920,1229C,S3U3P3
999900001499,CF,CF2020011104414,9,310,,新疆,1920,2127B,S3U2P2
999900001499,CF,CF2020011103492,4,331,,新疆,1920,1229C,S4U3P2
999900001499,CF,CF2020011106120,9,334,,非新疆,1920,2228A,S3U2P1
999900001499,CF,CF2020011108204,2,309,,新疆,2020,2127C,S1U3P3
999900001499,CF,CF2020011109087,2,319,,新疆,2020,2228A,S3U3P2
999900001499,CF,CF2020011102948,8,325,,非新疆,1920,3129B,S3U4P2
999900001500,CF,CF2020011102165,8,334,,新疆,1920,4129A,S2U3P1
999900001500,CF,CF2020011101522,6,320,,新疆,1920,1129C,S2U2P2
999900001500,CF,CF2020011108038,1,325,,非新疆,2020,1229B,S1U3P3
999900001500,CF,CF2020011108421,7,327,,非新疆,2020,1229A,S2U3P2
999900001500,CF,CF2020011103029,8,314,,新疆,2020,2129C,S3U3P2
999900001501,CF,CF2020011108479,6,304,,新疆,1920,4130C,S3U3P2
999900001501,CF,CF2020011104552,2,304,,新疆,1920,2229C,S2U3P3
999900001502,CF,CF2020011102660,1,334,,新疆,2020,1130B,S4U3P1
999900001503,CF,CF2020011101011,9,314,,新疆,1920,2129C,S3U3P2
999900001503,CF,CF2020011103611,2,328,,非新疆,2020,2130A,S4U3P3
999900001503,CF,CF2020011103242,4,303,,非新疆,1920,2229A,S3U4P2
999900001503,CF,CF2020011104567,4,320,,非新疆,1920,2227A,S3U3P2
999900001503,CF,CF2020011106321,7,303,,新疆,2020,3131A,S2U2P3
999900001503,CF,CF2020011108391,6,304,,非新疆,1920,2229C,S2U3P3
999900001503,CF,CF2020011104388,5,319,,新疆,2020,3127C,S4U3P3
999900001503,CF,CF2020011102862,7,313,,非新疆,1920,1129C,S3U3P3
999900001504,CF,CF2020011101493,9,335,,非新疆,1920,1127B,S1U3P3
999900001504,CF,CF2020011100859,2,333,,新疆,2020,2228A,S1U2P2
999900001504,CF,CF2020011105595,8,335,,新疆,2020,4128A,S2U4P2
999900001504,CF,CF2020011104427,7,301,,非新疆,1920,3129B,S1U2P2
999900001504,CF,CF2020011103420,7,320,,新疆,2020,1130B,S1U2P3
999900001504,CF,CF2020011109234,7,313,,新疆,2020,2127B,S4U3P2
999900001504,CF,CF2020011104353,8,301,,非新疆,2020,2127B,S2U2P3
999900001505,CF,CF2020011100499,3,324,,新疆,1920,2229C,S2U2P2
999900001505,CF,CF2020011102485,8,326,,非新疆,2020,1227B,S1U3P2
999900001505,CF,CF2020011106597,5,330,,非新疆,1920,3128A,S2U2P1
999900001506,CF,CF2020011103338,4,307,,非新疆,2020,2227A,S4U3P3
999900001506,CF,CF2020011107763,2,310,,非新疆,1920,1128B,S4U3P2
999900001506,CF,CF2020011108326,6,307,,非新疆,1920,2130A,S3U3P2
999900001506,CF,CF2020011101478,7,308,,非新疆,2020,3130B,S3U2P2
999900001506,CF,CF2020011106173,5,335,,非新疆,2020,1130B,S1U2P3
999900001507,CF,CF2020011104842,3,303,,新疆,2020,1129A,S1U3P3
999900001507,CF,CF2020011106573,9,308,,新疆,1920,2230B,S1U2P3
999900001507,CF,CF2020011108157,6,329,,非新疆,1920,4128B,S1U3P3
999900001507,CF,CF2020011106063,9,314,,非新疆,1920,3130B,S1U2P2
999900001508,CF,CF2020011108677,6,331,,非新疆,1920,1131B,S3U4P2
999900001508,CF,CF2020011104836,6,323,,新疆,1920,1128C,S1U3P3
999900001508,CF,CF2020011108191,7,317,,非新疆,1920,1229A,S3U3P1
999900001509,CF,CF2020011102282,8,332,,非新疆,1920,3132B,S2U2P1
999900001509,CF,CF2020011104993,8,330,,非新疆,2020,1130B,S2U2P2
999900001510,CF,CF2020011108115,6,322,,非新疆,2020,3127C,S3U2P1
999900001511,CF,CF2020011103284,5,309,,新疆,1920,3129B,S1U2P2
999900001511,CF,CF2020011108684,1,307,,新疆,2020,3129A,S1U2P2
999900001511,CF,CF2020011105346,5,325,,非新疆,1920,3129C,S1U2P3
999900001511,CF,CF2020011108645,7,308,,新疆,2020,1130C,S4U2P2
999900001511,CF,CF2020011108955,2,317,,非新疆,2020,4129C,S4U4P2
999900001511,CF,CF2020011107834,4,319,,非新疆,2020,2128B,S4U4P2
999900001511,CF,CF2020011100572,2,332,,非新疆,2020,2229A,S4U3P3
999900001511,CF,CF2020011105788,9,322,,新疆,1920,2229B,S2U2P1
999900001512,CF,CF2020011106230,8,309,,新疆,1920,2127B,S4U3P2
999900001512,CF,CF2020011100370,2,332,,新疆,2020,4128B,S3U3P3
999900001512,CF,CF2020011108028,9,319,,非新疆,1920,3132B,S1U2P2
999900001512,CF,CF2020011109365,8,331,,非新疆,1920,2229A,S1U2P2
999900001512,CF,CF2020011106808,4,310,,新疆,2020,4130A,S2U3P1
999900001512,CF,CF2020011101238,4,322,,新疆,1920,3131A,S2U4P2
999900001512,CF,CF2020011102956,7,309,,新疆,1920,1128B,S1U2P3
999900001512,CF,CF2020011105525,2,328,,新疆,1920,1130A,S2U3P1
999900001513,CF,CF2020011107986,8,333,,非新疆,1920,2129B,S3U3P1
999900001513,CF,CF2020011108421,8,327,,非新疆,2020,1229A,S2U3P2
999900001513,CF,CF2020011106664,1,304,,新疆,2020,4132B,S3U2P1
999900001513,CF,CF2020011107465,1,308,,非新疆,1920,1227C,S1U2P2
999900001513,CF,CF2020011100122,4,325,,非新疆,2020,1127C,S2U3P2
999900001513,CF,CF2020011105132,2,326,,新疆,1920,1130A,S2U3P2
999900001513,CF,CF2020011106153,9,331,,新疆,2020,2130A,S4U3P1
999900001513,CF,CF2020011105657,1,303,,新疆,1920,2128C,S3U2P1
999900001514,CF,CF2020011100911,9,305,,新疆,2020,2129A,S3U2P3
999900001514,CF,CF2020011101668,6,303,,非新疆,2020,4128C,S4U4P2
999900001515,CF,CF2020011104521,4,304,,非新疆,1920,1229C,S1U3P3
999900001515,CF,CF2020011106760,7,326,,新疆,1920,3129B,S3U3P3
999900001515,CF,CF2020011102302,7,334,,非新疆,1920,4132A,S2U3P3
999900001515,CF,CF2020011102777,1,320,,非新疆,1920,4132B,S1U2P3
999900001515,CF,CF2020011103695,5,303,,非新疆,2020,1129B,S4U3P1
999900001515,CF,CF2020011103328,1,311,,非新疆,2020,1230B,S1U3P3
999900001516,CF,CF2020011107884,3,313,,非新疆,2020,2229C,S4U2P2
999900001516,CF,CF2020011105796,3,320,,新疆,1920,3131B,S3U2P2
999900001516,CF,CF2020011104593,1,332,,新疆,2020,4128C,S1U3P2
999900001516,CF,CF2020011107208,4,308,,新疆,1920,3131A,S1U3P2
999900001517,CF,CF2020011107253,7,320,,非新疆,1920,3130C,S1U2P3
999900001517,CF,CF2020011106907,7,310,,新疆,1920,1129C,S4U3P1
999900001517,CF,CF2020011108530,1,314,,新疆,1920,2127B,S4U3P2
999900001517,CF,CF2020011101219,3,307,,新疆,2020,3131A,S4U4P2
999900001517,CF,CF2020011101291,5,331,,新疆,1920,3129A,S3U2P1
999900001517,CF,CF2020011100706,2,303,,新疆,1920,1228A,S1U3P3
999900001517,CF,CF2020011107794,4,308,,非新疆,2020,1227C,S2U4P2
999900001517,CF,CF2020011107377,6,314,,非新疆,1920,1228C,S1U3P3
999900001518,CF,CF2020011108583,9,335,,非新疆,1920,1129B,S2U2P3
999900001518,CF,CF2020011106996,9,322,,新疆,2020,2229B,S2U4P2
999900001518,CF,CF2020011105476,8,311,,新疆,2020,2228A,S2U2P2
999900001518,CF,CF2020011108247,3,308,,非新疆,1920,4128A,S2U3P1
999900001518,CF,CF2020011101183,9,322,,非新疆,2020,1228B,S4U3P2
999900001519,CF,CF2020011104937,6,332,,新疆,2020,4129C,S4U3P3
999900001519,CF,CF2020011109601,1,325,,新疆,1920,3129B,S1U2P2
999900001519,CF,CF2020011102726,3,334,,新疆,1920,1127C,S4U3P3
999900001519,CF,CF2020011109958,1,310,,新疆,2020,4130A,S2U3P1
999900001519,CF,CF2020011107028,1,306,,非新疆,1920,1130B,S3U3P1
999900001519,CF,CF2020011102776,2,306,,非新疆,1920,2228B,S3U2P2
999900001520,CF,CF2020011102781,4,309,,非新疆,2020,3127A,S1U2P3
999900001520,CF,CF2020011101277,5,309,,新疆,1920,3130B,S4U4P2
999900001520,CF,CF2020011103320,6,333,,非新疆,2020,2130A,S1U2P2
999900001520,CF,CF2020011109106,8,335,,非新疆,1920,1127C,S4U3P1
999900001520,CF,CF2020011102458,1,306,,新疆,2020,1228A,S3U3P2
999900001520,CF,CF2020011106118,7,334,,新疆,1920,1129B,S3U2P2
999900001520,CF,CF2020011106629,6,333,,新疆,1920,1127C,S2U2P1
999900001520,CF,CF2020011104191,5,322,,新疆,1920,2228A,S3U3P1
999900001520,CF,CF2020011104009,8,307,,新疆,2020,1128A,S4U3P2
999900001521,CF,CF2020011102031,6,311,,非新疆,1920,4130C,S2U3P2
999900001521,CF,CF2020011108367,9,333,,非新疆,2020,1128A,S2U3P3
999900001521,CF,CF2020011103702,6,307,,新疆,1920,2131B,S2U4P2
999900001521,CF,CF2020011107178,8,323,,新疆,1920,4130C,S1U2P2
999900001521,CF,CF2020011103661,6,308,,非新疆,2020,4129A,S4U2P2
999900001521,CF,CF2020011106535,9,307,,新疆,1920,4132B,S2U3P2
999900001521,CF,CF2020011105017,8,330,,非新疆,2020,2130B,S3U3P1
999900001521,CF,CF2020011105206,9,310,,非新疆,2020,2228C,S2U4P2
999900001522,CF,CF2020011103311,3,310,,新疆,2020,2230B,S3U2P1
999900001522,CF,CF2020011109848,5,313,,非新疆,1920,2127B,S3U4P2
999900001522,CF,CF2020011101377,9,305,,新疆,1920,3130B,S3U4P2
999900001522,CF,CF2020011100233,2,305,,新疆,1920,3129B,S2U3P1
999900001522,CF,CF2020011107242,1,331,,非新疆,1920,2129A,S1U2P2
999900001522,CF,CF2020011101527,6,335,,新疆,2020,2127A,S3U2P2
999900001523,CF,CF2020011106727,3,304,,新疆,2020,1128B,S4U4P2
999900001523,CF,CF2020011100241,4,328,,非新疆,1920,3129C,S1U3P3
999900001523,CF,CF2020011105037,9,308,,非新疆,2020,1128B,S1U2P3
999900001523,CF,CF2020011103902,2,306,,非新疆,1920,3130B,S1U2P3
999900001524,CF,CF2020011108573,9,319,,新疆,2020,2228B,S3U4P2
999900001524,CF,CF2020011100311,5,306,,非新疆,1920,4132A,S4U3P1
999900001524,CF,CF2020011103855,2,324,,新疆,2020,1229A,S4U3P3
999900001524,CF,CF2020011109151,8,309,,非新疆,1920,3129B,S2U4P2
999900001525,CF,CF2020011103731,4,308,,新疆,1920,2130B,S3U3P1
999900001525,CF,CF2020011102508,3,326,,新疆,1920,2227A,S4U4P2
999900001525,CF,CF2020011107795,3,319,,新疆,2020,3130C,S2U2P3
999900001525,CF,CF2020011107632,9,329,,非新疆,1920,4128B,S3U3P3
999900001525,CF,CF2020011104758,4,304,,新疆,1920,1228A,S3U2P3
999900001525,CF,CF2020011107491,8,328,,新疆,2020,2127C,S1U2P2
999900001525,CF,CF2020011105097,8,325,,非新疆,2020,1128C,S3U3P1
999900001526,CF,CF2020011103481,9,324,,新疆,2020,1131B,S4U3P2
999900001526,CF,CF2020011104956,8,326,,非新疆,2020,4128B,S3U2P1
999900001527,CF,CF2020011105334,1,324,,新疆,1920,1129B,S3U2P2
999900001527,CF,CF2020011107285,1,311,,非新疆,1920,1227A,S2U3P1
999900001527,CF,CF2020011103806,1,332,,非新疆,1920,3130A,S2U2P1
999900001527,CF,CF2020011102613,9,305,,新疆,2020,2129A,S3U2P2
999900001528,CF,CF2020011108194,5,305,,新疆,2020,1129B,S4U3P3
999900001528,CF,CF2020011105047,1,323,,非新疆,2020,3128B,S1U2P2
999900001528,CF,CF2020011102937,3,324,,非新疆,1920,2229C,S4U4P2
999900001528,CF,CF2020011101414,8,313,,非新疆,1920,2129B,S2U3P2
999900001528,CF,CF2020011107651,2,328,,新疆,1920,3132B,S2U3P2
999900001528,CF,CF2020011104845,9,323,,新疆,1920,1130A,S1U3P3
999900001528,CF,CF2020011106596,2,303,,新疆,2020,3132B,S2U3P1
999900001528,CF,CF2020011103844,3,303,,新疆,2020,1130C,S2U2P3
999900001528,CF,CF2020011107813,9,313,,新疆,2020,2130A,S3U3P2
999900001529,CF,CF2020011101200,9,307,,非新疆,1920,2127A,S1U3P2
999900001529,CF,CF2020011102703,9,319,,新疆,2020,3132B,S4U2P2
999900001529,CF,CF2020011108136,4,326,,新疆,1920,2228C,S3U3P2
999900001530,CF,CF2020011105785,8,322,,新疆,2020,2131B,S1U2P2
999900001530,CF,CF2020011105528,6,314,,新疆,1920,4130C,S3U3P1
999900001531,CF,CF2020011103161,2,306,,新疆,2020,1130A,S2U2P3
999900001531,CF,CF2020011104872,2,325,,非新疆,2020,1229A,S4U3P2
999900001532,CF,CF2020011103529,7,319,,非新疆,1920,1128A,S3U2P3
999900001532,CF,CF2020011107009,6,333,,非新疆,1920,1228C,S4U3P1
999900001532,CF,CF2020011106761,4,305,,新疆,2020,1230B,S3U4P2
999900001532,CF,CF2020011106617,3,303,,新疆,1920,4130A,S4U3P2
999900001532,CF,CF2020011104674,4,307,,非新疆,1920,2131B,S1U2P2
999900001532,CF,CF2020011109614,4,328,,新疆,1920,1228A,S2U2P3
999900001532,CF,CF2020011101942,6,301,,非新疆,2020,3131A,S3U3P2
999900001533,CF,CF2020011101057,1,303,,非新疆,2020,2128C,S1U3P3
999900001533,CF,CF2020011100451,2,322,,非新疆,1920,4128B,S3U3P3
999900001533,CF,CF2020011108868,1,323,,新疆,2020,2229B,S3U3P1
999900001533,CF,CF2020011109849,3,328,,非新疆,2020,2229C,S1U3P2
999900001534,CF,CF2020011109087,7,319,,新疆,2020,2228A,S3U3P2
999900001534,CF,CF2020011105059,1,307,,非新疆,1920,2228C,S2U2P2
999900001535,CF,CF2020011103874,2,309,,新疆,1920,2131A,S2U3P3
999900001535,CF,CF2020011105171,4,306,,非新疆,2020,4132B,S1U2P3
999900001535,CF,CF2020011109260,8,308,,新疆,1920,2128C,S2U2P2
999900001535,CF,CF2020011105189,2,303,,新疆,2020,3127C,S4U2P2
999900001535,CF,CF2020011109719,3,311,,非新疆,1920,2131A,S3U2P2
999900001535,CF,CF2020011109949,3,308,,新疆,2020,3127B,S4U3P1
999900001535,CF,CF2020011101571,6,314,,新疆,2020,1229A,S3U2P1
999900001535,CF,CF2020011107645,4,310,,新疆,1920,4131B,S4U3P3
999900001536,CF,CF2020011105241,1,328,,新疆,2020,2127A,S2U3P1
999900001536,CF,CF2020011104758,1,304,,新疆,1920,1228A,S3U2P3
999900001536,CF,CF2020011103123,5,325,,非新疆,2020,1128C,S1U3P3
999900001536,CF,CF2020011102922,9,303,,非新疆,2020,1229A,S3U2P1
999900001537,CF,CF2020011102917,4,303,,非新疆,1920,4132A,S2U2P3
999900001537,CF,CF2020011106225,8,302,,新疆,1920,1130B,S2U3P2
999900001537,CF,CF2020011102552,9,305,,新疆,2020,2229C,S4U4P2
999900001537,CF,CF2020011105740,4,333,,非新疆,2020,3127A,S4U3P3
999900001537,CF,CF2020011101147,5,310,,非新疆,2020,2227B,S4U4P2
999900001537,CF,CF2020011100431,5,308,,非新疆,1920,1229A,S1U3P3
999900001537,CF,CF2020011104198,7,332,,非新疆,1920,3127A,S4U4P2
999900001537,CF,CF2020011102477,7,320,,新疆,2020,2129C,S2U3P3
999900001537,CF,CF2020011108493,3,332,,非新疆,1920,2131B,S3U3P3
999900001538,CF,CF2020011100603,8,306,,新疆,2020,1128B,S2U3P2
999900001538,CF,CF2020011105167,1,332,,非新疆,1920,4130A,S1U2P2
999900001538,CF,CF2020011105945,6,324,,新疆,1920,2127C,S4U3P1
999900001538,CF,CF2020011103031,9,307,,非新疆,1920,3130A,S4U4P2
999900001539,CF,CF2020011105828,8,314,,新疆,2020,3132B,S1U2P2
999900001539,CF,CF2020011106047,3,305,,非新疆,1920,1230B,S4U3P3
999900001540,CF,CF2020011108711,1,307,,非新疆,2020,2227A,S2U3P3
999900001540,CF,CF2020011107090,8,334,,非新疆,2020,2128C,S1U2P2
999900001540,CF,CF2020011108724,7,305,,非新疆,2020,1229A,S4U3P2
999900001540,CF,CF2020011100344,4,329,,新疆,1920,2127A,S1U2P3
999900001540,CF,CF2020011104010,8,331,,新疆,2020,1230B,S2U2P3
999900001540,CF,CF2020011107623,9,322,,新疆,2020,1130C,S3U3P2
999900001540,CF,CF2020011107493,4,305,,非新疆,2020,2229A,S3U3P1
999900001540,CF,CF2020011105657,8,303,,新疆,1920,2128C,S3U2P1
999900001540,CF,CF2020011102862,4,313,,非新疆,1920,1129C,S3U3P3
999900001541,CF,CF2020011108242,7,301,,新疆,2020,2128B,S2U2P3
999900001541,CF,CF2020011106268,3,323,,非新疆,1920,2128B,S2U3P3
999900001541,CF,CF2020011108608,5,328,,新疆,2020,4131B,S3U2P2
999900001542,CF,CF2020011104808,1,308,,新疆,2020,1128A,S3U4P2
999900001542,CF,CF2020011101259,8,327,,非新疆,1920,4132A,S1U3P3
999900001543,CF,CF2020011109234,4,313,,新疆,2020,2127B,S4U3P2
